review_id,text,label,source,language
aa288b85-d08b-4dff-b61c-ab45f7c7e8fd,หนังดราม่าเรื่องนี้ผิดหวัง. งานภาพน่าเบื่อ / จังหวะน่าเบื่อ. มีหลายฉากที่ชอบมาก. เอาจริงๆ จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
62ba1e4d-8b1c-438b-80f4-1859c694ab07,อนิเมะโรแมนติกเรื่องนี้ดีเกินคาด. นักแสดงลงตัว / ตอนจบน่าประทับใจ. ตอนท้ายทำดี. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
8dbbb340-e222-49d7-9aa2-9f3a1a41d7a4,ดูซีรีส์แนวทริลเลอร์เรื่องนี้แล้วติดเลย. เพลงประกอบลงตัว / งานภาพทำถึง / แต่ว่า ความยาวหลวมๆ. บางซีนคือเกินไป. โดยรวม แนะนำให้ดูเลย. 😊!!,Positive,synthetic_netflix_like_thai,th
7bec5bc0-901b-4268-88f7-fbed66f5257f,ซีรีส์แนวดราม่าเรื่องนี้ไม่ค่อยไหว. งานภาพไม่โอเค / เพลงประกอบหลวมๆ. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
5c098b9f-9005-4d13-b43c-3e821eac6422,ดูแล้วรู้สึกเสียเวลาไปหน่อย. พล็อตไม่สมเหตุสมผล / จังหวะพัง. ตอนจบหักมุมดี. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
5a0a5bd8-8787-43c8-8a2e-b5a849467b76,ดูสารคดีแนวไซไฟเรื่องนี้แล้วติดเลย. การเดินเรื่องลงตัว / จังหวะทำถึง. อยากให้มีซีซั่นต่อ. งงมาก ✨,Positive,synthetic_netflix_like_thai,th
b164bddc-d36d-4ee7-a87a-af4c16f45d51,สนุกมากสำหรับอนิเมะสืบสวน. เพลงประกอบดีเกินคาด / ตอนจบดีเกินคาด. ตอนท้ายทำดี. ส่วนตัวนะ ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
467ad45e-9c72-474e-a372-1256234f4a47,หนังแอคชั่นเรื่องนี้ดีเกินคาด. นักแสดงดีมาก / จังหวะลงตัว. แนะนำให้ดูเลย.,Positive,synthetic_netflix_like_thai,th
c4327350-df35-4211-8e7d-c5bccb9bcbc8,สนุกมากสำหรับหนังสยองขวัญ. ความเข้มข้นลงตัว / นักแสดงน่าประทับใจ / ทว่า การเดินเรื่องหลวมๆ. ตอนจบหักมุมดี. สำหรับเรา คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
ca4838df-52bb-4b70-afca-3a36403f4373,สนุกมากสำหรับอนิเมะไซไฟ. ตอนจบลงตัว / ความยาวทำถึง. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
9e768ad7-bd4f-4609-8b92-7233a6b55f57,สารคดีสยองขวัญเรื่องนี้ผิดหวัง. บทพูดไม่โอเค / ตอนจบหลวมๆ / แต่ก็ ความยาวน่าประทับใจ. ตอนท้ายทำดี. คงไม่ดูซ้ำ. เกินไป,Negative,synthetic_netflix_like_thai,th
48e36f31-d920-4018-9169-aebee96b2a22,หนังแนวสืบสวนเรื่องนี้ไม่ค่อยไหว. เพลงประกอบน่าเบื่อ / งานภาพพัง. มีหลายฉากที่ชอบมาก. หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
324602b2-7647-4e82-bc70-e964744807cb,ซีรีส์แนวสยองขวัญเรื่องนี้ไม่ค่อยไหว. การเดินเรื่องไม่สมเหตุสมผล / จังหวะน่าเบื่อ / แต่คือ งานภาพน่าประทับใจ. ตอนจบหักมุมดี. ส่วนตัวนะ หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
56ca2a1b-6251-4233-8986-ee0fdf0d25b7,อนิเมะดราม่าเรื่องนี้ดีเกินคาด. นักแสดงทำถึง / พล็อตดีมาก / แต่ว่า ความยาวหลวมๆ. ตอนท้ายทำดี. สำหรับเรา แนะนำให้ดูเลย.,Positive,synthetic_netflix_like_thai,th
8c29b8b9-7195-4e9b-9365-3f8a28ad41e9,ดูหนังแนวโรแมนติกเรื่องนี้แล้วติดเลย. การเดินเรื่องลงตัว / นักแสดงดีมาก. เอาจริงๆ คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
148fedc7-9b0d-4707-917b-b4fbd4a9e36b,สนุกมากสำหรับหนังแอคชั่น. จังหวะดีมาก / ตอนจบทำถึง. แนะนำให้ดูเลย. 🔥,Positive,synthetic_netflix_like_thai,th
c5377503-73fb-4803-895e-e141b8e44368,ดูแล้วรู้สึกเสียเวลาไปหน่อย. ตอนจบไม่โอเค / เพลงประกอบพัง. คงไม่ดูซ้ำ. ดีงาม 😒,Negative,synthetic_netflix_like_thai,th
b5351afc-b1ea-4d46-a351-3ea8f8cd447d,สารคดีคอมเมดี้เรื่องนี้ดีเกินคาด. บทพูดลงตัว / การเดินเรื่องดีมาก. อยากให้มีซีซั่นต่อ.!,Positive,synthetic_netflix_like_thai,th
53ed759b-a50f-49a1-9f53-e5c1a0794704,สนุกมากสำหรับอนิเมะโรแมนติก. ตอนจบลงตัว / งานภาพน่าประทับใจ. อยากให้มีซีซั่นต่อ. 😋,Positive,synthetic_netflix_like_thai,th
b9b40091-e45d-4c8f-b106-d9eb41516ef6,อนิเมะไซไฟเรื่องนี้ดีเกินคาด. เพลงประกอบดีเกินคาด / ความยาวทำถึง. อยากให้มีซีซั่นต่อ.,Positive,synthetic_netflix_like_thai,th
a572d055-73f3-45b9-85f2-3f5d1f651a96,สารคดีคอมเมดี้เรื่องนี้ผิดหวัง. พล็อตน่าเบื่อ / บทพูดไม่โอเค. โดยรวม หวังว่าจะทำดีกว่านี้. 😒,Negative,synthetic_netflix_like_thai,th
8a2fc9f1-8f4f-4488-82d9-30343aedcbb8,หนังดราม่าเรื่องนี้ดีเกินคาด. นักแสดงดีมาก / ความเข้มข้นลงตัว / แต่ พล็อตไม่สมเหตุสมผล. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
12b652d2-72b8-4281-b0f5-885158d038c2,สนุกมากสำหรับอนิเมะดราม่า. บทพูดดีมาก / งานภาพดีมาก. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
14641cc6-ac9c-4c83-8f7f-c014a84bf428,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดไม่โอเค / ความยาวไม่สมเหตุสมผล / แต่ จังหวะดีมาก. สำหรับเรา จบแล้วเฉยๆ. 🤦,Negative,synthetic_netflix_like_thai,th
53fe4d47-476b-4f8b-bf59-5115b506d3ff,สนุกมากสำหรับซีรีส์สืบสวน. การเดินเรื่องลงตัว / บทพูดดีมาก / แต่ว่า ตอนจบไม่สมเหตุสมผล. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
58e06f26-1a6b-4af2-9bbb-425b667acfe4,สนุกมากสำหรับอนิเมะโรแมนติก. จังหวะทำถึง / ความเข้มข้นดีเกินคาด. ดูจบแล้วอิ่มเอม. 🔥ๆๆ,Positive,synthetic_netflix_like_thai,th
b5be3970-f247-42ef-8aec-f2c1d2f7561f,หนังคอมเมดี้เรื่องนี้ผิดหวัง. เพลงประกอบพัง / พล็อตน่าเบื่อ / ทว่า เพลงประกอบดีเกินคาด. โดยรวม คงไม่ดูซ้ำ. 😤มากกก,Negative,synthetic_netflix_like_thai,th
020c9555-a075-4b13-a962-996493b47016,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดไม่สมเหตุสมผล / ตอนจบไม่โอเค. ถ้าใครชอบแนวนี้ จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
ed88bbd7-4f27-473b-ae74-ed40225d1b5f,อนิเมะโรแมนติกเรื่องนี้ดีเกินคาด. จังหวะดีเกินคาด / ความเข้มข้นดีมาก. บางซีนคือเกินไป. ถ้าใครชอบแนวนี้ ดูจบแล้วอิ่มเอม. 🔥,Positive,synthetic_netflix_like_thai,th
9ccd3078-279e-479a-9451-289ff3e8b6e8,สารคดีไซไฟเรื่องนี้ดีเกินคาด. ความเข้มข้นลงตัว / ความยาวน่าประทับใจ. ส่วนตัวนะ คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
0615267e-93fc-47f3-bc9c-38d766be913f,ดูแล้วรู้สึกเสียเวลาไปหน่อย. การเดินเรื่องพัง / จังหวะพัง. คงไม่ดูซ้ำ. 😒,Negative,synthetic_netflix_like_thai,th
9066097c-6b1b-42b1-8de1-dcdb473e5e80,สารคดีแนวโรแมนติกเรื่องนี้ไม่ค่อยไหว. ความเข้มข้นหลวมๆ / การเดินเรื่องหลวมๆ. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
85225534-be74-4e66-b666-8d3d0529aa02,สารคดีคอมเมดี้เรื่องนี้ผิดหวัง. ตอนจบน่าเบื่อ / พล็อตพัง. บางซีนคือเกินไป. ส่วนตัวนะ ไม่แนะนำเท่าไร.,Negative,synthetic_netflix_like_thai,th
f1124ed9-0d8d-458d-a846-11b6ab62cdb3,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดหลวมๆ / การเดินเรื่องไม่โอเค / แต่คือ เพลงประกอบทำถึง. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
4210ad5a-1cde-49c7-b8a8-3c4303a018c3,ดูสารคดีแนวดราม่าเรื่องนี้แล้วติดเลย. เพลงประกอบทำถึง / นักแสดงดีเกินคาด / แต่ก็ พล็อตไม่โอเค. ตอนจบหักมุมดี. แนะนำให้ดูเลย.,Positive,synthetic_netflix_like_thai,th
95af148b-ab79-48aa-bb14-4775d560f445,หนังแนวสยองขวัญเรื่องนี้ไม่ค่อยไหว. จังหวะไม่โอเค / งานภาพน่าเบื่อ. ถ้าใครชอบแนวนี้ ไม่แนะนำเท่าไร. พอได้อยู่ 🥲,Negative,synthetic_netflix_like_thai,th
0db914cb-741e-4cc3-9c43-f85bddca805b,ซีรีส์แนวดราม่าเรื่องนี้ไม่ค่อยไหว. บทพูดน่าเบื่อ / ความเข้มข้นพัง. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
c178d78c-9a46-4487-949a-50454e000dc7,ดูหนังแนวสยองขวัญเรื่องนี้แล้วติดเลย. งานภาพทำถึง / นักแสดงดีมาก. คุ้มเวลามาก. 😋,Positive,synthetic_netflix_like_thai,th
10ade064-7ad1-419e-84c1-1fcb23b3dcf2,ซีรีส์แอคชั่นเรื่องนี้ดีเกินคาด. นักแสดงลงตัว / เพลงประกอบทำถึง. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
a6f0b9af-5625-4bd7-8ba2-62ad8dbb6cbb,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดหลวมๆ / นักแสดงหลวมๆ / ทว่า พล็อตทำถึง. บางซีนคือเกินไป. สำหรับเรา คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
f2722e72-50d7-46f6-9c52-7a5fda65b6a1,หนังแนวโรแมนติกเรื่องนี้ไม่ค่อยไหว. การเดินเรื่องไม่สมเหตุสมผล / ตอนจบหลวมๆ. โดยรวม จบแล้วเฉยๆ. ฟีลดี,Negative,synthetic_netflix_like_thai,th
18adc183-d76a-4c94-8216-c739a839bb85,ดูแล้วรู้สึกเสียเวลาไปหน่อย. งานภาพไม่สมเหตุสมผล / การเดินเรื่องหลวมๆ. หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
cf7e7f71-b760-4d71-9912-26245d92580d,สนุกมากสำหรับสารคดีโรแมนติก. จังหวะดีมาก / ความยาวดีเกินคาด / แต่ก็ ความยาวไม่โอเค. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
63aae83c-9f09-4d93-b587-6ebb3854c9a8,ดูสารคดีแนวดราม่าเรื่องนี้แล้วติดเลย. งานภาพน่าประทับใจ / เพลงประกอบน่าประทับใจ. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
2a2b589f-7411-4b0c-ba27-1d8a02477cba,ซีรีส์ไซไฟเรื่องนี้ผิดหวัง. ตอนจบพัง / การเดินเรื่องไม่สมเหตุสมผล. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
1990e062-5065-4e1a-849f-bb4c9073dc53,หนังสยองขวัญเรื่องนี้ผิดหวัง. บทพูดไม่โอเค / นักแสดงหลวมๆ. ไม่แนะนำเท่าไร.,Negative,synthetic_netflix_like_thai,th
e07192a8-ee42-411f-a7b9-6e87a28659d8,ซีรีส์สืบสวนเรื่องนี้ผิดหวัง. ความยาวน่าเบื่อ / จังหวะไม่สมเหตุสมผล. ช่วงกลางแอบย้วย. สำหรับเรา คงไม่ดูซ้ำ. 💀!,Negative,synthetic_netflix_like_thai,th
b223a547-6d7e-4742-a4da-524976b2a8ab,ดูแล้วรู้สึกเสียเวลาไปหน่อย. ความเข้มข้นหลวมๆ / เพลงประกอบหลวมๆ. ไม่แนะนำเท่าไร. 🤦,Negative,synthetic_netflix_like_thai,th
fa5734ea-c432-4c9d-af65-6e0667eb18e1,ซีรีส์สยองขวัญเรื่องนี้ดีเกินคาด. ความเข้มข้นทำถึง / ความยาวทำถึง / ทว่า งานภาพไม่โอเค. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
8f8463f8-d798-4ef1-b93f-3aecff62f886,ดูอนิเมะแนวโรแมนติกเรื่องนี้แล้วติดเรย. การเดินเรื่องทำถึง / พล็อตทำถึง. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
f98cd4d3-6d36-4c9e-b45f-0a3886c90d68,สนุกมากสำหรับหนังสยองขวัญ. ตอนจบน่าประทับใจ / นักแสดงน่าประทับใจ. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
367ddc28-2da2-4475-8a53-5678ce82e2bc,สนุกมากสำหรับอนิเมะสืบสวน. ความเข้มข้นดีเกินคาด / บทพูดดีเกินคาด. คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
5db1e088-761b-42d3-929d-cd60b7bbab59,สารคดีไซไฟเรื่องนี้ผิดหวัง. นักแสดงไม่โอเค / งานภาพไม่โอเค / แต่ เพลงประกอบทำถึง. หวังว่าจะทำดีกว่านี้. ดีงาม,Negative,synthetic_netflix_like_thai,th
cc176d64-2329-4c6d-83e0-06751e268ef0,ดูแล้วรู้สึกเสียเวลาไปหน่อย. เพลงประกอบไม่โอเค / ความยาวไม่โอเค. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
fded220a-d243-40c1-a49b-24b185faf789,ดูซีรีส์แนวแอคชั่นเรื่องนี้แล้วติดเลย. บทพูดดีมาก / ความเข้มข้นทำถึง. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
2b5f9f80-701f-4605-8551-3810cfcb7aeb,อนิเมะโรแมนติกเรื่องนี้ผิดหวัง. ความยาวไม่สมเหตุสมผล / ความเข้มข้นน่าเบื่อ. ช่วงกลางแอบย้วย. สำหรับเรา จบแล้วเฉยๆ. 🤦,Negative,synthetic_netflix_like_thai,th
22de4caa-3f10-4e95-8efd-95a8d1c591ea,ดูหนังแนวสยองขวัญเรื่องนี้แล้วติดเลย. บทพูดดีมาก / พล็อตลงตัว. อยากให้มีซีซั่นต่อ. ฟีลดี,Positive,synthetic_netflix_like_thai,th
86d5b26d-cb4c-4901-b216-5f0233c492bf,สารคดีดราม่าเรื่องนี้ผิดหวัง. ตอนจบน่าเบื่อ / ความยาวหลวมๆ. ช่วงกลางแอบย้วย. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
86297413-c307-4af2-b3c1-16ecf3ffd61b,สนุกมากสำหรับซีรีส์แอคชั่น. พล็อตดีเกินคาด / ตอนจบดีมาก / แต่ จังหวะไม่สมเหตุสมผล. แนะนำให้ดูเลย. ✨,Positive,synthetic_netflix_like_thai,th
28714d7d-94ca-4b37-9a1e-03e1e71ae3b0,ดูซีรีส์แนวโรแมนติกเรื่องนี้แล้วติดเลย. งานภาพดีเกินคาด / ความเข้มข้นน่าประทับใจ. ช่วงกลางแอบย้วย. แนะนำให้ดูเลย. ✨,Positive,synthetic_netflix_like_thai,th
cc7bbf07-7fa9-4261-94ae-549e2718f1d7,อนิเมะคอมเมดี้เรื่องนี้ดีเกินคาด. เพลงประกอบน่าประทับใจ / งานภาพดีเกินคาด. ส่วนตัวนะ ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
8a35da79-91af-4ad4-9fc5-d5c84b6acc57,ดูแล้วรู้สึกเสียเวลาไปหน่อย. พล็อตพัง / การเดินเรื่องไม่สมเหตุสมผล. หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
d860f492-a175-4fa5-8b84-6b3357deb410,สนุกมากสำหรับหนังไซไฟ. ความเข้มข้นลงตัว / นักแสดงดีมาก. ดูจบแล้วอิ่มเอม. งงมาก 🔥,Positive,synthetic_netflix_like_thai,th
77dbeff6-78e4-444e-9f6e-8fdae21cd522,อนิเมะโรแมนติกเรื่องนี้ดีเกินคาด. ตอนจบลงตัว / ความเข้มข้นดีม้าก. ตอนจบหักมุมดี. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
8fa428b9-52be-4ab5-b2f4-923b7871783b,หนังแนวสยองขวัญเรื่องนี้ไม่ค่อยไหว. ความยาวหลวมๆ / ตอนจบพัง. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
a164b33e-bff5-474e-a433-3ce2dfe8edad,ดูแล้วรู้สึกเสียเวลาไปหน่อย. นักแสดงไม่โอเค / การเดินเรื่องไม่สมเหตุสมผล. จบแล้วเฉยๆ. โคตร,Negative,synthetic_netflix_like_thai,th
210d3107-fc49-48cb-8e20-c0830bd39ba7,สารคดีโรแมนติกเรื่องนี้ดีเกินคาด. ตอนจบทำถึง / พล็อตดีเกินคาด. แนะนำให้ดูเลย. 😋,Positive,synthetic_netflix_like_thai,th
94569bc8-7930-44af-a2cb-cd85a07f962f,สนุกมากสำหรับอนิเมะสยองขวัญ. ความเข้มข้นน่าประทับใจ / เพลงประกอบดีมาก. ดูจบแล้วอิ่มเอม. 😊,Positive,synthetic_netflix_like_thai,th
6b59b8af-520d-4786-9956-bc6d549d9f04,ดูอนิเมะแนวทริลเลอร์เรื่องนี้แล้วติดเรย. เพลงประกอบดีเกินคาด / พล็อตลงตัว. ดูจบแล้วอิ่มเอม.,Positive,synthetic_netflix_like_thai,th
faa9c6ef-c2ce-446b-abd9-8ce9916ca4a5,สารคดีคอมเมดี้เรื่องนี้ดีเกินคาด. เพลงประกอบดีมาก / นักแสดงดีมาก / แต่ก็ นักแสดงหลวมๆ. โดยรวม คุ้มเวลามาก.,Positive,synthetic_netflix_like_thai,th
